# Logfile created on 2025-09-12 21:32:21 +0900 by logger.rb/v1.5.3
2025-09-12 21:32:21 +0900: Memory Usage (498840K) : Starting running IHP-SG13G2 Klayout DRC runset on /home/ckdur/Documents/SymbioticEDA/asicone_sg13g2/chip/signoff/outputs/asicone_202508.fill.gds
2025-09-12 21:32:21 +0900: Memory Usage (498840K) : Ruby Version for klayout: 3.2.3
2025-09-12 21:32:22 +0900: Memory Usage (544272K) : Loading database to memory is complete.
2025-09-12 21:32:22 +0900: Memory Usage (544272K) : IHP-SG13G2 Klayout DRC runset output at: /home/ckdur/Documents/SymbioticEDA/asicone_sg13g2/chip/signoff/reports/asicone_202508.fill_asicone_202508_topvia2.lyrdb
2025-09-12 21:32:22 +0900: Memory Usage (544272K) : Evaluate switches.
2025-09-12 21:32:22 +0900: Memory Usage (544272K) : table_name selected  topvia2
2025-09-12 21:32:22 +0900: Memory Usage (544272K) : Klayout will use 10 thread(s)
2025-09-12 21:32:22 +0900: Memory Usage (544272K) : flat mode is enabled for topvia2 table.
2025-09-12 21:32:22 +0900: Memory Usage (544272K) : FEOL enabled: true
2025-09-12 21:32:22 +0900: Memory Usage (544272K) : BEOL enabled: true
2025-09-12 21:32:22 +0900: Memory Usage (544272K) : OffGrid enabled: true
2025-09-12 21:34:23 +0900: Memory Usage (982700K) : metal2_iprobe has 0 polygons
2025-09-12 21:34:23 +0900: Memory Usage (982700K) : metal2_diffprb has 0 polygons
2025-09-12 21:34:23 +0900: Memory Usage (982700K) : baspoly_drw has 0 polygons
2025-09-12 21:34:23 +0900: Memory Usage (982700K) : baspoly_pin has 0 polygons
2025-09-12 21:34:26 +0900: Memory Usage (982700K) : psd_drw has 2330 polygons
2025-09-12 21:34:26 +0900: Memory Usage (982700K) : nldb_drw has 0 polygons
2025-09-12 21:34:26 +0900: Memory Usage (982700K) : digibnd_drw has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : via1_drw has 128111 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_drw has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_pin has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_mask has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_filler has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_nofill has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_slit has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_text has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_opc has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_noqrc has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_res has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_iprobe has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backmetal1_diffprb has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : backpassiv_drw has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : res_drw has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : sram_drw has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : trans_drw has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : ind_drw has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : ind_pin has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : ind_text has 0 polygons
2025-09-12 21:34:30 +0900: Memory Usage (982700K) : salblock_drw has 50 polygons
2025-09-12 21:34:33 +0900: Memory Usage (982700K) : via2_drw has 120843 polygons
2025-09-12 21:34:35 +0900: Memory Usage (982700K) : metal3_drw has 5609 polygons
2025-09-12 21:34:35 +0900: Memory Usage (982700K) : metal3_pin has 267 polygons
2025-09-12 21:34:35 +0900: Memory Usage (982700K) : metal3_mask has 0 polygons
2025-09-12 21:34:37 +0900: Memory Usage (982700K) : metal3_filler has 40197 polygons
2025-09-12 21:34:37 +0900: Memory Usage (982700K) : metal3_nofill has 0 polygons
2025-09-12 21:34:37 +0900: Memory Usage (982700K) : metal3_slit has 0 polygons
2025-09-12 21:34:37 +0900: Memory Usage (982700K) : metal3_text has 629 polygons
2025-09-12 21:34:37 +0900: Memory Usage (982700K) : metal3_opc has 0 polygons
2025-09-12 21:34:37 +0900: Memory Usage (982700K) : metal3_noqrc has 0 polygons
2025-09-12 21:34:37 +0900: Memory Usage (982700K) : metal3_res has 0 polygons
2025-09-12 21:34:37 +0900: Memory Usage (982700K) : metal3_iprobe has 0 polygons
2025-09-12 21:34:37 +0900: Memory Usage (982700K) : metal3_diffprb has 0 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : nwell_drw has 227 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : nwell_pin has 0 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : nbulay_drw has 0 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : nbulay_pin has 0 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : nbulay_block has 0 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : emwind_drw has 0 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : emwind_opc has 0 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : deepco_drw has 0 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : deepco_drw has 0 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : mim_drw has 0 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : edgeseal_drw has 1 polygons
2025-09-12 21:34:39 +0900: Memory Usage (982700K) : edgeseal_bound has 1 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : substrate_drw has 143 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : substrate_text has 0 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : dfpad_drw has 38 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : dfpad_pillar has 0 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : dfpad_sbump has 0 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : thickgateox_drw has 71 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : pldb_drw has 0 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : pwell_drw has 0 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : pwell_pin has 0 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : pwell_block has 0 polygons
2025-09-12 21:34:40 +0900: Memory Usage (982700K) : ic_drw has 0 polygons
2025-09-12 21:34:43 +0900: Memory Usage (982700K) : via3_drw has 118253 polygons
2025-09-12 21:34:44 +0900: Memory Usage (982700K) : metal4_drw has 2808 polygons
2025-09-12 21:34:44 +0900: Memory Usage (982700K) : metal4_pin has 188 polygons
2025-09-12 21:34:44 +0900: Memory Usage (982700K) : metal4_mask has 0 polygons
2025-09-12 21:34:45 +0900: Memory Usage (982700K) : metal4_filler has 41189 polygons
2025-09-12 21:34:45 +0900: Memory Usage (982700K) : metal4_nofill has 0 polygons
2025-09-12 21:34:45 +0900: Memory Usage (982700K) : metal4_slit has 0 polygons
2025-09-12 21:34:45 +0900: Memory Usage (982700K) : metal4_text has 527 polygons
2025-09-12 21:34:45 +0900: Memory Usage (982700K) : metal4_opc has 0 polygons
2025-09-12 21:34:45 +0900: Memory Usage (982700K) : metal4_noqrc has 0 polygons
2025-09-12 21:34:45 +0900: Memory Usage (982700K) : metal4_res has 0 polygons
2025-09-12 21:34:45 +0900: Memory Usage (982700K) : metal4_iprobe has 0 polygons
2025-09-12 21:34:45 +0900: Memory Usage (982700K) : metal4_diffprb has 0 polygons
2025-09-12 21:34:45 +0900: Memory Usage (982700K) : heattrans_drw has 0 polygons
2025-09-12 21:34:46 +0900: Memory Usage (982700K) : heatres_drw has 26 polygons
2025-09-12 21:34:46 +0900: Memory Usage (982700K) : pempoly_drw has 0 polygons
2025-09-12 21:34:46 +0900: Memory Usage (982700K) : fbe_drw has 0 polygons
2025-09-12 21:34:46 +0900: Memory Usage (982700K) : empoly_drw has 0 polygons
2025-09-12 21:34:46 +0900: Memory Usage (982700K) : ldmos_drw has 0 polygons
2025-09-12 21:34:46 +0900: Memory Usage (982700K) : pbiwind_drw has 0 polygons
2025-09-12 21:34:46 +0900: Memory Usage (982700K) : digisub_drw has 0 polygons
2025-09-12 21:34:46 +0900: Memory Usage (982700K) : nodrc_drw has 0 polygons
2025-09-12 21:34:46 +0900: Memory Usage (982700K) : text_drw has 2551 polygons
2025-09-12 21:34:49 +0900: Memory Usage (982700K) : via4_drw has 124301 polygons
2025-09-12 21:34:49 +0900: Memory Usage (982700K) : metal5_drw has 568 polygons
2025-09-12 21:34:50 +0900: Memory Usage (982700K) : metal5_pin has 85 polygons
2025-09-12 21:34:50 +0900: Memory Usage (982700K) : metal5_mask has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : metal5_filler has 39673 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : metal5_nofill has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : metal5_slit has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : metal5_text has 421 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : metal5_opc has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : metal5_noqrc has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : metal5_res has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : metal5_iprobe has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : metal5_diffprb has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : radhard_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : memcap_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : varicap_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : flash_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : intbondvia_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : intbondmet_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : devbondvia_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : devbondmet_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : devtrench_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : redist_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphbot_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphtop_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : antvia1_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : antmetal2_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphcont_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : siwg_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : siwg_filler has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : siwg_nofill has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : sigrating_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : singrating_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphpas_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : emwind3_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : emwihv3_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : redbulay_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : smos_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphpad_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : polimide_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : polimide_pin has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_pin has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_esd has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_diode has 214 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_tsv has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_iprobe has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_diffprb has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_pillar has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_sbump has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_otp has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_pdiode has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_mom has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : recog_pcm has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : colopen_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphmetal1_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphmetal1_filler has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphmetal1_nofill has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphmetal1_slit has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphmetal1_opc has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphmet1l_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphmet1l_filler has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphmet1l_nofill has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphmet1l_slit has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphmet1l_opc has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : extblock_drw has 50 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : nldd_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : pldd_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : next_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : pext_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : nexthv_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : pexthv_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : graphgate_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : sinwg_drw has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : sinwg_filler has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : sinwg_nofill has 0 polygons
2025-09-12 21:34:51 +0900: Memory Usage (982700K) : mempad_drw has 0 polygons
2025-09-12 21:34:54 +0900: Memory Usage (982700K) : topvia1_drw has 102463 polygons
2025-09-12 21:34:54 +0900: Memory Usage (982700K) : topmetal1_drw has 97 polygons
2025-09-12 21:34:54 +0900: Memory Usage (982700K) : topmetal1_pin has 82 polygons
2025-09-12 21:34:54 +0900: Memory Usage (982700K) : topmetal1_mask has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : topmetal1_filler has 6190 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : topmetal1_nofill has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : topmetal1_slit has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : topmetal1_text has 421 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : topmetal1_noqrc has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : topmetal1_res has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : topmetal1_iprobe has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : topmetal1_diffprb has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : inldpwl_drw has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : polyres_drw has 100 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : polyres_pin has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : vmim_drw has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : nbulaycut_drw has 0 polygons
2025-09-12 21:34:55 +0900: Memory Usage (982700K) : antmetal1_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topvia2_drw has 63729 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_drw has 44 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_pin has 102 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_mask has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_filler has 8916 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_nofill has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_slit has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_text has 352 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_noqrc has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_res has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_iprobe has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : topmetal2_diffprb has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : snsring_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : sensor_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : snsarms_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : snscmosvia_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : colwind_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : flm_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : hafniumox_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : memvia_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : thinfilmres_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : rfmem_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : norcx_drw has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : norcx_m2m3 has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : norcx_m2m4 has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : norcx_m2m5 has 0 polygons
2025-09-12 21:34:57 +0900: Memory Usage (982700K) : norcx_m2tm1 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m2tm2 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m3m4 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m3m5 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m3tm1 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m3tm2 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m4m5 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m4tm1 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m4tm2 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m5tm1 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m5tm2 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_tm1tm2 has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m1sub has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m2sub has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m3sub has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m4sub has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_m5sub has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_tm1sub has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : norcx_tm2sub has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : snsbotvia_drw has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : snstopvia_drw has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : deepvia_drw has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : fgetch_drw has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : ctrgat_drw has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : fgimp_drw has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : emwihv_drw has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : lbe_drw has 0 polygons
2025-09-12 21:34:58 +0900: Memory Usage (982700K) : alcustop_drw has 0 polygons
